Year,Board,School,Address,City,Area,energyNorm (ekWh/HDD),ghgNorm (kg/HDD)
2016-2017,Toronto CDSB,St Mary of the Angels,1477 Dufferin St,Toronto,45973,312.7,48.7
2016-2017,Toronto CDSB,St Mary,20 Portugal Sq,Toronto,63292,625.1,98.92
2016-2017,Toronto CDSB,St Matthew,18 Lavender Rd,Toronto,42882,441,64.7
2016-2017,Toronto CDSB,St Michael's Choir,67 Bond St,Toronto,39267,518.8,53.04
2016-2017,Toronto CDSB,St Monica,14 Broadway Ave,Toronto,32109,251.8,37.72
2016-2017,Toronto CDSB,St Nicholas of Bari,363 Rogers Rd,Toronto,65192,464.6,48.48
2016-2017,Toronto CDSB,St Patrick,49 Felstead Ave,Toronto,210521,1495.6,172.45
2016-2017,Toronto CDSB,St Paul,80 Sackville St,Toronto,42012,216.6,32.6
2016-2017,Toronto CDSB,St Pius X,71 Jane St,Toronto,38610,280.2,35.05
2016-2017,Toronto CDSB,St Richard,960 Bellamy Rd N,Toronto,41958,244.1,36.01
2016-2017,Toronto CDSB,St Rita Sep S,178 Edwin Ave,Toronto,41861,267.2,42.72
2016-2017,Toronto CDSB,St Robert Catholic School,70 Bainbridge Ave,Toronto,54906,338.6,32.68
2016-2017,Toronto CDSB,St John Bosco,75 Holmesdale Rd,Toronto,34498,202.8,31.56
2016-2017,Toronto CDSB,St John,780 Kingston Rd,Toronto,64713,316.7,46.51
2016-2017,Toronto CDSB,St John Vianney,105 Thistle Down Blvd,Toronto,37383,310.4,46.98
2016-2017,Toronto CDSB,St Kevin,15 Murray Glen Dr,Toronto,24930,152.5,21.62
2016-2017,Toronto CDSB,St Lawrence,2216 Lawrence Ave E,Toronto,37565,254.7,38.57
2016-2017,Toronto CDSB,St Leo,165 Stanley Ave,Toronto,50203,306.7,44.66
2016-2017,Toronto CDSB,St Malachy,80 Bennett Rd,Toronto,24983,239.8,35.2
2016-2017,Toronto CDSB,St Marcellus,15 Denfield St,Toronto,40321,331.7,42.24
2016-2017,Toronto CDSB,St Margaret,85 Carmichael Ave,Toronto,36779,350.4,54.16
2016-2017,Toronto CDSB,St Martha,1865 Sheppard Ave W,Toronto,31054,332.3,49.2
2016-2017,Toronto CDSB,St Martin De Porres,230 Morningside Ave,Toronto,32699,203.2,28.36
2016-2017,Toronto CDSB,St Mary Catholic Academy,66 Dufferin Park Ave,Toronto,93549,568.4,55
2016-2017,Toronto CDSB,St Matthias,101 Van Horne Ave,Toronto,23864,230,35.44
2016-2017,Toronto CDSB,St Maurice,45 Kingsview Blvd,Toronto,42421,324.4,49.25
2016-2017,Toronto CDSB,St Michael Elementary,50 George St S,Toronto,26049,307.1,39.26
2016-2017,Toronto CDSB,St Nicholas,33 Amarillo Dr,Toronto,41313,191.3,19.71
2016-2017,Toronto CDSB,St Norbert,60 Maniza Rd,Toronto,25678,160.4,22.02
2016-2017,Toronto CDSB,St Paschal Baylon,15 St Paschal Ct,Toronto,54282,333,38.32
2016-2017,Toronto CDSB,St Raphael,3 Gade Dr,Toronto,36875,235.6,33.88
2016-2017,Toronto CDSB,St Raymond,270 Barton Ave,Toronto,65509,447,70.43
2016-2017,Toronto CDSB,St Rene Goupil,44 Port Royal Tr,Toronto,31800,160.6,16.46
2016-2017,Toronto CDSB,St Roch,174 Duncanwoods Dr,Toronto,48867,324.4,47.22
2016-2017,Toronto CDSB,St Rose of Lima,3220 Lawrence Ave E,Toronto,44970,240.1,31.03
2016-2017,Toronto CDSB,St Simon,20 Wallasey Ave,Toronto,34334,220,15.95
2016-2017,Toronto CDSB,St Stephen,55 Golfdown Dr,Toronto,47987,316.1,46.25
2016-2017,Toronto CDSB,St Sylvester,260 Silver Springs Blvd,Toronto,24713,128.3,13.37
2016-2017,Toronto CDSB,St Teresa,110 10th St,Toronto,41753,226.7,33.73
2016-2017,Toronto CDSB,St Timothy,25 Rochelle Avenue,Toronto,59782,404.4,43.18
2016-2017,Toronto CDSB,St Ursula Sep S,215 Livingston Rd,Toronto,22828,167.6,20.2
2016-2017,Toronto CDSB,St Victor Sep S,20 Bernadine St,Toronto,27241,307.5,42.77
2016-2017,Toronto CDSB,St. Kateri Tekakwitha,70 Margaret Ave,Toronto,28125,266.1,35.91
2016-2017,Toronto CDSB,St. Mother Teresa Catholic,40 Sewells Rd,Toronto,143569,1396.9,157.78
2016-2017,Toronto CDSB,Sts Cosmas & Damian,111 Danesbury Ave,Toronto,34393,278.8,36.12
2016-2017,Toronto CDSB,St Theresa Shrine,2665 Kingston Rd,Toronto,34627,204.6,29.32
2016-2017,Toronto CDSB,St Thomas Aquinas,636 Glenholme Ave,Toronto,66284,440,67.67
2016-2017,Toronto CDSB,St Thomas More,2300 Ellesmere Rd,Toronto,36479,277.4,39.65
2016-2017,Toronto CDSB,St Vincent de Paul,116 Fermanagh Ave,Toronto,49858,345.8,55.41
2016-2017,Toronto CDSB,St Wilfrid,1685 Finch Ave W,Toronto,55434,301.6,41.57
2016-2017,Toronto CDSB,St. Edward,1 Botham rd,Toronto,40175,187.5,22.68
2016-2017,Toronto CDSB,The Divine Infant,30 Ingleton Blvd,Toronto,37523,299.4,38.02
2016-2017,Toronto CDSB,Transfiguration,55 Ludstone Dr,Toronto,39030,230.3,35.2
2016-2017,Toronto CDSB,Venerable John Merlini,123 Whitfield Ave,Toronto,42861,275.7,40.85
2016-2017,Toronto CDSB,Catholic Education Centre,80 Sheppard Avenue East,Willowdale,135625,1513.5,115.25
2016-2017,Toronto DSB,Terry Fox PS,185 Wintermute Boulevard,Brampton,48149,306.9,35.71
2016-2017,Toronto DSB,DA Morrison MS,271 Gledhill Avenue,East York,114151,1052.4,134.88
2016-2017,Toronto DSB,Claude Watson School for the Arts,130 Doris Avenue,North York,65832,356,40.39
2016-2017,Toronto DSB,Grenoble PS,9 Grenoble Drive,North York,78497,665.6,104.17
2016-2017,Toronto DSB,St Andrew's JHS/Alternative Scarborough Education,131 Fenn Avenue,North York,82882,688.6,103.85
2016-2017,Toronto DSB,Tippett Centre,3 Tippet Rd,North York,47266,417.5,53.99
2016-2017,Toronto DSB,Alvin Curling Public School,50 Upper Rouge Trail,Scarborough,69247,307.1,37.75
2016-2017,Toronto DSB,Chartland Jr PS & Delphi Alt. SS,109 Chartland Boulevard South,Scarborough,44337,355.2,50.7
2016-2017,Toronto DSB,Highbrook Learning Centre/SCAS (overflow)(formerly Highbrook PS),39 HIGHBROOK DRIVE,Scarborough,50450,355.5,52.87
2016-2017,Toronto DSB,St Andrew's Jr PS & Alt. (Scarborough),60 Brimorton Drive,Scarborough,46705,266.2,38.43
2016-2017,Toronto DSB,A Y Jackson,50 Francine Drive,Toronto,165352,1476.2,186.67
2016-2017,Toronto DSB,Adam Beck Jr PS,400 Scarborough Road,Toronto,53379,417.6,62.58
2016-2017,Toronto DSB,Agincourt CI,2621 Midland Avenue,Toronto,210478,1874.5,267.92
2016-2017,Toronto DSB,Agincourt Jr PS,29 Lockie Avenue,Toronto,20398,163.9,23.08
2016-2017,Toronto DSB,Agnes Macphail PS,112 Goldhawk Trail,Toronto,40917,332,44.12
2016-2017,Toronto DSB,Albert Campbell CI,1550 Sandhurst Circle,Toronto,247950,2458.7,300.5
2016-2017,Toronto DSB,Albion Heights JMS,45 Lynmont Road,Toronto,56683,422.5,52.7
2016-2017,Toronto DSB,Alexander Muir & Gladstone Ave Jr & Sr PS,108 Gladstone Avenue,Toronto,119905,1169.8,188.22
2016-2017,Toronto DSB,Alliance Centre,401 Alliance Ave,Toronto,24080,176.1,21.03
2016-2017,Toronto DSB,ALPHA Alt. School Jr & Sr (formerly Brant PS),20 Brant Street,Toronto,19150,159.6,25.45
2016-2017,Toronto DSB,Anson Park PS,30 MacDuff Crescent,Toronto,23197,139.3,19.23
2016-2017,Toronto DSB,Anson S Taylor Jr PS,20 Placentia Boulevard,Toronto,31876,368.2,55.89
2016-2017,Toronto DSB,Arbor Glen PS,55 Freshmeadow Drive,Toronto,37588,331.2,33.99
2016-2017,Toronto DSB,Balmy Beach Jr PS,14 Pine Avenue,Toronto,47798,251.7,34.43
2016-2017,Toronto DSB,Banting & Best PS,380 Goldhawk Trail,Toronto,44883,291.4,36.25
2016-2017,Toronto DSB,Baycrest PS,145 Baycrest Avenue,Toronto,22206,269,40.97
2016-2017,Toronto DSB,Bellmere Jr PS,470 Brimorton Drive,Toronto,42669,370.4,51.26
2016-2017,Toronto DSB,Bendale BTI,1555 Midland Avenue,Toronto,158154,2059.1,316.17
2016-2017,Toronto DSB,Bendale Jr PS,61 Benshire Drive,Toronto,37287,212.1,28.99
2016-2017,Toronto DSB,Beverley Heights MS,26 Troutbrooke Drive,Toronto,73539,405,50.66
2016-2017,Toronto DSB,Beverley R PS,64 Baldwin Street,Toronto,50872,763.1,111.74
2016-2017,Toronto DSB,Beverly Glen Jr PS,85 Beverly Glen Boulevard,Toronto,52474,316.5,39.23
2016-2017,Toronto DSB,Blacksmith PS,45 Blacksmith Crescent,Toronto,40558,294.3,38.94
2016-2017,Toronto DSB,Blake Street Jr PS,21 Boultbee Avenue,Toronto,69998,473.8,61.84
2016-2017,Toronto DSB,Blantyre PS,290 Blantyre Avenue,Toronto,47932,293.7,32.29
2016-2017,Toronto DSB,Bloordale MS,10 Toledo Road,Toronto,70342,564.9,84.47
2016-2017,Toronto DSB,Bloorlea MS,4050 Bloor Street West,Toronto,40408,249.6,37.6
2016-2017,Toronto DSB,Blythwood Jr PS,2 Strathgowan Crescent,Toronto,40933,327.4,51.22
2016-2017,Toronto DSB,Alexander Stirling PS,70 Fawcett Trail,Toronto,64693,275.8,34.74
2016-2017,Toronto DSB,Alexmuir Jr PS,95 Alexmuir Boulevard,Toronto,58943,323.3,33.94
2016-2017,Toronto DSB,Allenby Jr PS,391 St Clements Avenue,Toronto,85847,950.8,142.1
2016-2017,Toronto DSB,Amesbury MS,201 Gracefield Avenue,Toronto,86230,702.5,109.5
2016-2017,Toronto DSB,Ancaster PS,44 Ancaster Road,Toronto,19978,247.5,38.01
2016-2017,Toronto DSB,"Annette Street Jr & Sr PS, High Park Alt School",265 Annette Street,Toronto,105963,1245.9,200.57
2016-2017,Toronto DSB,Armour Heights PS,148 Wilson Avenue,Toronto,39619,274.5,40.65
2016-2017,Toronto DSB,Avondale Secondary Alternative School,24 SILVERVIEW DRIVE,Toronto,18051,171.7,25.71
2016-2017,Toronto DSB,Bala Avenue Community School,6 Bala Avenue,Toronto,41803,301.1,41.86
2016-2017,Toronto DSB,Bayview MS,25 BUNTY LANE,Toronto,90494,346.5,34.65
2016-2017,Toronto DSB,Beaumonde Heights JMS,70 Monterrey Drive,Toronto,68631,473.1,67.32
2016-2017,Toronto DSB,Bedford Park Jr PS,81 Ranleigh Avenue,Toronto,95264,992.6,153.99
2016-2017,Toronto DSB,Bennington Heights ES,76 Bennington Heights Drive,Toronto,30414,219.5,24.39
2016-2017,Toronto DSB,Berner Trail Jr PS,120 Berner Trail,Toronto,60870,398,48.68
2016-2017,Toronto DSB,Bessborough Drive ES,211 Bessborough Drive,Toronto,59051,499.6,73.1
2016-2017,Toronto DSB,Birch Cliff Heights PS,120 Highview Avenue,Toronto,43045,286.7,45.54
2016-2017,Toronto DSB,Birch Cliff PS,1650 Kingston Road,Toronto,62990,366.4,56.51
2016-2017,Toronto DSB,Birchmount Park CI,3663 Danforth Avenue,Toronto,181114,1303.9,180.57
2016-2017,Toronto DSB,Blaydon PS,25 Blaydon Avenue,Toronto,27211,214.5,31.5
2016-2017,Toronto DSB,Bliss Carman Sr PS,10 Bellamy Road South,Toronto,54824,427.3,60.05
2016-2017,Toronto DSB,Bloor CI,1141 Bloor Street West,Toronto,146988,908.1,135.74
2016-2017,Toronto DSB,Bowmore Road Jr & Sr PS,80 Bowmore Road,Toronto,156469,1337,188.24
2016-2017,Toronto DSB,Braeburn JS,15 Tandridge Crescent,Toronto,35913,288.1,33.74
2016-2017,Toronto DSB,Brian PS,95 Brian Drive,Toronto,38887,256.8,31.82
2016-2017,Toronto DSB,Briarcrest JS,60 Wellesworth Drive,Toronto,34255,281.5,42.82
2016-2017,Toronto DSB,Bridlewood Jr PS,60 Bridlewood Boulevard,Toronto,32367,264.2,39.8
2016-2017,Toronto DSB,Brimwood Blvd Jr PS,151 Brimwood Boulevard,Toronto,38726,326,39.17
2016-2017,Toronto DSB,Brockton Learning Centre / C&S Area B,90 Croatia Street,Toronto,204527,904.8,136.7
2016-2017,Toronto DSB,Brookhaven PS,70 Brookhaven Drive,Toronto,63593,550.6,63.44
2016-2017,Toronto DSB,Brookmill Blvd Jr PS,25 Brookmill Boulevard,Toronto,34886,266.8,35.33
2016-2017,Toronto DSB,Bruce Jr PS,51 LARCHMOUNT AVENUE,Toronto,49920,343,48.48
2016-2017,Toronto DSB,Buchanan PS,4 Bucannan Road,Toronto,43292,199.6,29.71
2016-2017,Toronto DSB,Burnhamthorpe CI,500 The East Mall,Toronto,174117,1664.3,252.2
2016-2017,Toronto DSB,C R Marchant Middle S,1 Ralph Street,Toronto,71053,559.2,74.92
2016-2017,Toronto DSB,C W Jefferys CI,340 Sentinel Road,Toronto,176539,1721,241.69
2016-2017,Toronto DSB,Calico PS,35 Calico Drive,Toronto,59740,454,68.24
2016-2017,Toronto DSB,Cedar Drive Jr PS,21 Gatesview Avenue,Toronto,102222,596.9,61.87
2016-2017,Toronto DSB,Cedarbrae CI,550 Markham Road,Toronto,254771,1891.7,270.28
2016-2017,Toronto DSB,Cedarbrook Jr PS,56 Nelson Street,Toronto,48050,291.1,42.41
2016-2017,Toronto DSB,Central Etobicoke HS,10 Denfield Street,Toronto,119329,1326,195.42
2016-2017,Toronto DSB,Central Technical School,725 Bathurst Street,Toronto,592883,6711.6,992.36
2016-2017,Toronto DSB,Century Schoolhouse,502 Sammon Avenue,Toronto,3046,7.9,0.28
2016-2017,Toronto DSB,Charles Gordon Sr PS,25 Marcos Boulevard,Toronto,70827,453.6,54.95
2016-2017,Toronto DSB,Charles H Best MS (East),285 Wilmington Avenue,Toronto,81364,482.8,71.4
2016-2017,Toronto DSB,Charlottetown Jr PS,85 Charlottetown Boulevard,Toronto,44121,330,47.49
2016-2017,Toronto DSB,Chester Le Jr PS,201 Chester Le Boulevard,Toronto,47363,385.7,48.45
2016-2017,Toronto DSB,Chief Dan George PS,185 Generation Boulevard,Toronto,44309,257.6,30.82
2016-2017,Toronto DSB,Chine Drive PS,51 Chine Drive,Toronto,16667,132.1,18.14
2016-2017,Toronto DSB,Broadacres JS,45 Crendon Drive,Toronto,40149,310.9,47.19
2016-2017,Toronto DSB,Broadlands PS,106 Broadlands Boulevard,Toronto,42106,326.5,48.68
2016-2017,Toronto DSB,Brock Jr PS,93 Margueretta Street,Toronto,58633,444.1,71.36
2016-2017,Toronto DSB,Brookside PS,75 Oasis Boulevard,Toronto,65254,360.3,43.2
2016-2017,Toronto DSB,Brookview MS,4505 Jane Street,Toronto,94195,804.2,112.76
2016-2017,Toronto DSB,Brown Jr PS & City Community Centre,454 Avenue Road,Toronto,69359,635.9,82.37
2016-2017,Toronto DSB,Burrows Hall Jr PS,151 Burrows Hall Boulevard,Toronto,35820,291.2,39.64
2016-2017,Toronto DSB,Buttonwood Hill,100 Allanhurst Drive,Toronto,30559,275.8,41.25
2016-2017,Toronto DSB,C D Farquharson Jr PS,1965 Brimley Road,Toronto,46339,309.4,45.45
2016-2017,Toronto DSB,Cameron PS,211 Cameron Avenue,Toronto,35446,298.7,44.71
2016-2017,Toronto DSB,Carleton Village Jr & Sr PS,315 Osler Street,Toronto,100800,927.9,128.37
2016-2017,Toronto DSB,Cassandra PS,45 Cassandra Boulevard,Toronto,36081,250.4,37.95
2016-2017,Toronto DSB,Cedarvale Community School,145 Ava Road,Toronto,42497,381.9,53.23
2016-2017,Toronto DSB,Centennial Road Jr PS,271 Centennial Road,Toronto,27240,196.5,27.36
2016-2017,Toronto DSB,Central Commerce Collegiate,570 Shaw Street,Toronto,223125,1395.5,218.33
2016-2017,Toronto DSB,Chalkfarm PS,100 Chalkfarm Drive,Toronto,32049,233.6,32.02
2016-2017,Toronto DSB,Charles E Webster Jr PS,1900 Keele Street,Toronto,60097,569.2,84.43
2016-2017,Toronto DSB,Charles G Fraser Jr PS,79 Manning Avenue,Toronto,79250,659.8,107.74
2016-2017,Toronto DSB,Cherokee PS,390 Cherokee Boulevard,Toronto,26781,199,27.49
2016-2017,Toronto DSB,Chester ES,115 Gowan Avenue,Toronto,68906,331.5,33.58
2016-2017,Toronto DSB,Church Street Jr PS & Native Learning Centre,83 Alexander Street,Toronto,53436,368.7,50.38
2016-2017,Toronto DSB,Churchill Heights PS,749 Brimorton Drive,Toronto,42304,219.1,32.53
2016-2017,Toronto DSB,Churchill PS,188 Churchill Avenue,Toronto,55339,372.2,49.37
2016-2017,Toronto DSB,City Adult Learning Centre,1 Danforth Avenue,Toronto,200824,1444.3,190.67
2016-2017,Toronto DSB,Claireville JS,350 Silverstone Drive,Toronto,40609,343.9,45.73
2016-2017,Toronto DSB,Clairlea PS,25 Rosalind Crescent,Toronto,46719,462.4,69.39
2016-2017,Toronto DSB,Clinton Street Jr PS,460 Manning Avenue,Toronto,69044,522.2,72.42
2016-2017,Toronto DSB,"Contact Alt School (College St SS, McCaul St PS)",132 SAINT PATRICK STREET,Toronto,32674,155.4,5.53
2016-2017,Toronto DSB,Cordella Jr PS,175 Cordella Avenue,Toronto,28586,275.1,41.9
2016-2017,Toronto DSB,Courcelette PS,100 Fallingbrook Road,Toronto,24341,108.3,12.48
2016-2017,Toronto DSB,Crescent Town ES,4 Massey Square,Toronto,67922,523.2,57.03
2016-2017,Toronto DSB,Cresthaven PS,46 Cresthaven Drive,Toronto,41527,298.4,44.35
2016-2017,Toronto DSB,Dallington PS,18 Dallington Drive,Toronto,57372,342.3,47.14
2016-2017,Toronto DSB,Danforth Collegiate & Technical Institute,800 Greenwood Avenue,Toronto,391054,3538.3,568.74
2016-2017,Toronto DSB,Danforth Gardens PS,20 Santamonica Boulevard,Toronto,49464,241.2,33.04
2016-2017,Toronto DSB,Davisville Jr PS & Metropolitan Toronto School for the Deaf,43 Millwood Road,Toronto,85067,582,82.78
2016-2017,Toronto DSB,Daystrom PS,25 Daystrom Drive,Toronto,67931,565.1,85.76
2016-2017,Toronto DSB,Deer Park Jr & Sr PS,23 Ferndale Avenue,Toronto,93723,980.6,148.75
2016-2017,Toronto DSB,Derrydown PS,120 Derrydown Road,Toronto,46587,322.3,44.48
2016-2017,Toronto DSB,Dewson Street Jr PS,65 Concord Avenue,Toronto,60190,355.8,50.11
2016-2017,Toronto DSB,Dixon Grove JMS,315 The Westway,Toronto,90837,568.1,80.58
2016-2017,Toronto DSB,Dorset Park Jr PS,28 Blaisdale Road,Toronto,37641,277.6,41.8
2016-2017,Toronto DSB,Douglas Park,301 Lanor Avenue,Toronto,17717,207,29.5
2016-2017,Toronto DSB,Dovercourt Jr PS,228 Bartlett Avenue,Toronto,68913,396.1,61.36
2016-2017,Toronto DSB,Dr Norman Bethune CI,200 Fundy Bay Boulevard,Toronto,153429,1135.3,157.3
2016-2017,Toronto DSB,Drewry SS,70 Drewry Avenue,Toronto,62172,621.7,87.97
2016-2017,Toronto DSB,Driftwood PS,265 Driftwood Avenue,Toronto,57031,560.3,82.02
2016-2017,Toronto DSB,Cliffside JPS,27 East Haven Drive,Toronto,23067,219.6,33.85
2016-2017,Toronto DSB,Cliffwood PS,140 Cliffwood Road,Toronto,44940,303,33.03
2016-2017,Toronto DSB,Cornell Jr PS,61 Holmfirth Terrace,Toronto,88074,482.8,62.5
2016-2017,Toronto DSB,Corvette Jr PS,30 Corvette Avenue,Toronto,66220,527.4,81.56
2016-2017,Toronto DSB,Cottingham Jr PS,85 Birch Avenue,Toronto,15955,167.7,24.28
2016-2017,Toronto DSB,Crestview PS,101 Seneca Hill Drive,Toronto,49105,385,42.14
2016-2017,Toronto DSB,Cummer Valley MS,70 Maxome Avenue,Toronto,81999,581.3,85.21
2016-2017,Toronto DSB,David & Mary Thomson CI,2740 Lawrence Avenue East,Toronto,232242,1413.6,197.64
2016-2017,Toronto DSB,David Hornell JS,32 Victoria Street,Toronto,24757,153.2,21.1
2016-2017,Toronto DSB,David Lewis PS,130 Fundy Bay Boulevard,Toronto,42974,307.2,38.2
2016-2017,Toronto DSB,Dellcrest PS,1633 Sheppard Avenue West,Toronto,19741,194.5,26.61
2016-2017,Toronto DSB,Denlow PS,50 Denlow Boulevard,Toronto,50580,435.9,56.54
2016-2017,Toronto DSB,Dennis Avenue Community School,17 Dennis Avenue,Toronto,36134,246.4,39.86
2016-2017,Toronto DSB,Don Valley JHS,3100 Don Mills Road,Toronto,77349,652.5,86.38
2016-2017,Toronto DSB,Donview MS,20 Evermede Drive,Toronto,95454,478.7,66.8
2016-2017,Toronto DSB,Donwood Park Jr PS,61 Dorcot Avenue,Toronto,43817,209.7,29.07
2016-2017,Toronto DSB,Downsview PS,2829 Keele Street,Toronto,24911,163.3,21.96
2016-2017,Toronto DSB,Downsview SS,7 Hawksdale Road,Toronto,231241,2376.5,341.38
2016-2017,Toronto DSB,Downtown Alternative School Jr,85 Lower Jarvis Street,Toronto,26027,101.4,3.61
2016-2017,Toronto DSB,Dublin Heights E & MS,100 Bainbridge Avenue,Toronto,95613,701.9,105.74
2016-2017,Toronto DSB,Duke of Connaught Jr & Sr PS,70 Woodfield Road,Toronto,169392,1391.8,216.79
2016-2017,Toronto DSB,Dundas Jr PS & First Nations School of Toronto,935 Dundas Street East,Toronto,82945,706,111.72
2016-2017,Toronto DSB,Dunlace PS,20 Dunlace Drive,Toronto,41129,224.4,30.26
2016-2017,Toronto DSB,Earl Beatty Jr. & Sr. PS,55 Woodington Avenue,Toronto,92676,952.4,141.35
2016-2017,Toronto DSB,Earl Grey Sr PS,100 Strathcona Avenue,Toronto,92399,860.6,136.64
2016-2017,Toronto DSB,East York Alternative SS,670 Cosburn Avenue,Toronto,8572,69.2,6.64
2016-2017,Toronto DSB,East York CI,650 Cosburn Avenue,Toronto,198146,1071.7,118.83
2016-2017,Toronto DSB,Eastdale CI,701 Gerrard Street East,Toronto,59207,592.5,80.3
2016-2017,Toronto DSB,Eatonville JS,15 Rossburn Drive,Toronto,33476,286.5,41.11
2016-2017,Toronto DSB,Edgewood PS,230 Birkdale Road,Toronto,38126,237.1,36.47
2016-2017,Toronto DSB,Eglinton Jr PS & Spectrum Alt. School,223 Eglinton Avenue East,Toronto,64004,414.3,49.51
2016-2017,Toronto DSB,Ellesmere-Statton PS,739 Ellesmere Road,Toronto,94367,579.6,79.96
2016-2017,Toronto DSB,Elmbank JS Academy,10 Pittsboro Drive,Toronto,98920,589.1,82.69
2016-2017,Toronto DSB,Elmlea JS,50 Hadrian Drive,Toronto,46013,258.9,30.57
2016-2017,Toronto DSB,"Essex Jr & Sr PS, Hawthorne Alternative",50 Essex Street,Toronto,83918,115.2,4.1
2016-2017,Toronto DSB,Etienne Brule JS,50 Cloverhill Road,Toronto,26791,219.4,32.16
2016-2017,Toronto DSB,Etobicoke CI,86 Montgomery Road,Toronto,208465,1299.3,166.94
2016-2017,Toronto DSB,Fairbank Memorial Community School,555 Harvie Avenue,Toronto,56920,422.6,63.59
2016-2017,Toronto DSB,Fairbank Middle S,2335 Dufferin Street,Toronto,51517,469.9,71.25
2016-2017,Toronto DSB,Fairglen Jr PS,2200 Pharmacy Avenue,Toronto,36145,245.4,34.41
2016-2017,Toronto DSB,Fenside PS,131 Fenside Drive,Toronto,48072,315.6,44.15
2016-2017,Toronto DSB,Fern Avenue Jr & Sr PS,128 Fern Avenue,Toronto,95485,711.8,111.92
2016-2017,Toronto DSB,Finch PS,277 Finch Avenue East,Toronto,37367,284.1,40.49
2016-2017,Toronto DSB,Flemington PS,10 Flemington Road,Toronto,65380,537,77.98
2016-2017,Toronto DSB,Forest Hill CI,730 Eglinton Avenue West,Toronto,169257,1571,197.01
2016-2017,Toronto DSB,Forest Hill Jr & Sr PS,78 Dunloe Road,Toronto,112704,905.1,144.42
2016-2017,Toronto DSB,Earl Haig Jr PS,15 Earl Haig Avenue,Toronto,68905,449.1,68.29
2016-2017,Toronto DSB,Earl Haig SS,100 Princess Avenue,Toronto,267472,1412.5,113.48
2016-2017,Toronto DSB,Earlscourt Jr- leased,21 Ascot Avenue,Toronto,136136,807.3,104.56
2016-2017,Toronto DSB,Eastern Ave Centre,849 Eastern Ave,Toronto,22056,227.8,33.24
2016-2017,Toronto DSB,Eastern Commerce CI & Subway Academy,16 Phin Avenue,Toronto,197292,1094.4,168.41
2016-2017,Toronto DSB,Eastview Jr PS,20 Waldock Street,Toronto,55737,400.6,50.61
2016-2017,Toronto DSB,Elia MS,215 Sentinel Road,Toronto,85369,548.6,81.23
2016-2017,Toronto DSB,Elizabeth Simcoe Jr PS,166 Sylvan Avenue,Toronto,45112,221.8,30.91
2016-2017,Toronto DSB,Elkhorn PS,10 Elkhorn Drive,Toronto,38884,232.7,30.41
2016-2017,Toronto DSB,Emery CI,3395 Weston Road,Toronto,240100,2347.6,321.73
2016-2017,Toronto DSB,Emily Carr PS,90 John Tabor Trail,Toronto,51516,294.8,39.68
2016-2017,Toronto DSB,Ernest PS,150 Cherokee Boulevard,Toronto,46715,374.1,50.49
2016-2017,Toronto DSB,Etobicoke School of the Arts,675 Royal York Road,Toronto,134947,1319.9,205.03
2016-2017,Toronto DSB,Etobicoke Year-Round Alternative Centre,160 Silverhill Drive,Toronto,23508,207.5,32.84
2016-2017,Toronto DSB,F H Miller Jr PS,300 Caledonia Road,Toronto,32905,193.7,27.4
2016-2017,Toronto DSB,Fairmeadow PS,17 Fairmeadow Avenue,Toronto,32120,272.8,40.05
2016-2017,Toronto DSB,Fairmount Jr PS,31 Sloley Road,Toronto,39041,251.9,33.08
